Date,data,median,LB,UB
2023-01-08,1,NA,NA,NA
2023-01-15,1,NA,NA,NA
2023-01-22,0,NA,NA,NA
2023-01-29,0,NA,NA,NA
2023-02-05,0,NA,NA,NA
2023-02-12,0,NA,NA,NA
2023-02-19,1,NA,NA,NA
2023-02-26,0,NA,NA,NA
2023-03-05,1,NA,NA,NA
2023-03-12,1,NA,NA,NA
2023-03-19,1,NA,NA,NA
2023-03-26,1,NA,NA,NA
2023-04-02,1,NA,NA,NA
2023-04-09,2,NA,NA,NA
2023-04-16,0,NA,NA,NA
2023-04-23,0,NA,NA,NA
2023-04-30,1,NA,NA,NA
2023-05-07,0,NA,NA,NA
2023-05-14,2,NA,NA,NA
2023-05-21,2,NA,NA,NA
2023-05-28,2,NA,NA,NA
2023-06-04,1,NA,NA,NA
2023-06-11,0,NA,NA,NA
2023-06-18,0,NA,NA,NA
2023-06-25,0,NA,NA,NA
2023-07-02,0,NA,NA,NA
2023-07-09,0,NA,NA,NA
2023-07-16,0,NA,NA,NA
2023-07-23,2,NA,NA,NA
2023-07-30,0,NA,NA,NA
2023-08-06,1,NA,NA,NA
2023-08-13,0,NA,NA,NA
2023-08-20,1,NA,NA,NA
2023-08-27,0,NA,NA,NA
2023-09-03,0,NA,NA,NA
2023-09-10,3,NA,NA,NA
2023-09-17,1,NA,NA,NA
2023-09-24,5,NA,NA,NA
2023-10-01,5,NA,NA,NA
2023-10-08,1,NA,NA,NA
2023-10-15,1,NA,NA,NA
2023-10-22,0,NA,NA,NA
2023-10-29,2,NA,NA,NA
2023-11-05,1,NA,NA,NA
2023-11-12,0,NA,NA,NA
2023-11-19,0,NA,NA,NA
2023-11-26,0,NA,NA,NA
2023-12-03,1,NA,NA,NA
2023-12-10,2,NA,NA,NA
2023-12-17,3,NA,NA,NA
2023-12-24,11,NA,NA,NA
2023-12-31,4,NA,NA,NA
2024-01-07,4,NA,NA,NA
2024-01-14,2,NA,NA,NA
2024-01-21,2,NA,NA,NA
2024-01-28,5,NA,NA,NA
2024-02-04,3,NA,NA,NA
2024-02-11,14,NA,NA,NA
2024-02-18,9,NA,NA,NA
2024-02-25,6,NA,NA,NA
2024-03-03,3,NA,NA,NA
2024-03-10,11,NA,NA,NA
2024-03-17,39,NA,NA,NA
2024-03-24,7,NA,NA,NA
2024-03-31,2,NA,NA,NA
2024-04-07,NA,20.81,11.99,29.63
2024-04-14,NA,14.71,5.29,24.14
2024-04-21,NA,15.95,6.33,25.58
2024-04-28,NA,15.95,5.88,26.03
